"date";"NO2";"CO";"O3";"PM10";"PM25";"SO2";"indPM10"
2022-02-16;42.7583333333333;0.326166666666667;43.25;18.1416666666667;6.60833333333333;1.03333333333333;"Muito bom"
2022-02-17;21.0291666666667;0.243166666666667;51.625;8.38333333333333;3.75416666666667;1.87916666666667;"Muito bom"
2022-02-18;17.8416666666667;0.264458333333333;63.5;7.1;3.425;0.933333333333333;"Muito bom"
2022-02-19;8.425;0.220125;77.375;15.5416666666667;3.8625;1.2375;"Muito bom"
2022-02-20;14.7166666666667;0.298291666666667;64;12.0958333333333;6.225;0.904166666666667;"Muito bom"
2022-02-21;25.725;0.250833333333333;57.4166666666667;20.275;7.525;0.75;"Bom"
2022-02-22;48.25;0.252125;33.9166666666667;21.0625;9.69166666666667;1.05;"Bom"
2022-02-23;56.1333333333333;0.41275;26.25;22.5083333333333;10.2166666666667;1.7125;"Bom"
2022-02-24;52.3541666666667;0.465958333333333;13.9166666666667;32.7125;15.9041666666667;1.56666666666667;"Bom"
2022-02-25;33.1409090909091;0.280111111111111;40.6086956521739;25.6041666666667;13.5625;1.14166666666667;"Bom"
2022-02-26;24.5416666666667;0.261708333333333;51.0416666666667;18.1583333333333;7.94166666666667;1.425;"Muito bom"
2022-02-27;14.8541666666667;0.254125;73.1666666666667;17.225;9.04090909090909;1.1625;"Muito bom"
2022-02-28;39.725;0.382875;44.4166666666667;17.9416666666667;7.8625;1.29583333333333;"Muito bom"
2022-03-01;43.5708333333333;0.347166666666667;35.2916666666667;27.7708333333333;13.375;1.64583333333333;"Bom"
2022-03-02;27.7791666666667;0.219375;62.2083333333333;15.5041666666667;5.15833333333333;0.5375;"Muito bom"
2022-03-03;19.4333333333333;0.21795652173913;69.2083333333333;13.9625;5.85416666666667;1.55;"Muito bom"
2022-03-04;11.4916666666667;0.157583333333333;83.375;13.8166666666667;3.92083333333333;1.375;"Muito bom"
2022-03-05;26.6875;0.261541666666667;63.5833333333333;13.9416666666667;4.55833333333333;0.875;"Muito bom"
2022-03-06;12.3291666666667;0.208875;77.5;10.5333333333333;5.42083333333333;1.3625;"Muito bom"
2022-03-07;22.4666666666667;0.258625;71.6666666666667;12.7166666666667;5.72083333333333;1.20833333333333;"Muito bom"
2022-03-08;30.9;0.3565;56.2083333333333;16.7583333333333;5.775;1.40833333333333;"Muito bom"
2022-03-09;34.5291666666667;0.359833333333333;50.25;17.9541666666667;5.47916666666667;0.858333333333333;"Muito bom"
2022-03-10;21.1333333333333;0.244625;60.3333333333333;15.1875;6.1125;0.666666666666667;"Muito bom"
2022-03-11;32.3541666666667;0.296416666666667;58.125;17.6625;4.65416666666667;1.04166666666667;"Muito bom"
2022-03-12;26.7291666666667;0.390708333333333;54.4166666666667;26.1416666666667;8.41666666666667;0.866666666666667;"Bom"
2022-03-13;20.5916666666667;0.278166666666667;71.5;15.7541666666667;4.02916666666667;1.24166666666667;"Muito bom"
2022-03-14;22.4416666666667;0.2985;55.5416666666667;11.0625;4.96666666666667;0.966666666666667;"Muito bom"
2022-03-15;29.7333333333333;0.257958333333333;31.4583333333333;200.958333333333;22.2541666666667;0.808333333333333;"Mau"
2022-03-16;16.4041666666667;0.233541666666667;56.9583333333333;159.325;41.2666666666667;1.32916666666667;"Mau"
2022-03-17;24.0625;0.247708333333333;53.125;50.6833333333333;14.8;0.8875;"Fraco"
2022-03-18;29.9041666666667;0.190958333333333;50.9166666666667;14.4375;6.91666666666667;0.625;"Muito bom"
2022-03-19;24.9666666666667;0.243166666666667;52.7083333333333;20.3416666666667;10.6;0.9125;"Bom"
2022-03-20;11.0166666666667;0.221166666666667;69.4583333333333;19.8333333333333;7.89166666666667;0.820833333333333;"Muito bom"
2022-03-21;26.1458333333333;0.29075;56.0416666666667;10.6;5.64166666666667;1.25833333333333;"Muito bom"
2022-03-22;34.4208333333333;0.359666666666667;46.75;16.7208333333333;9.2;0.7;"Muito bom"
2022-03-23;19.65;0.273173913043478;57.9583333333333;6.6875;4.5875;0.926086956521739;"Muito bom"
2022-03-24;20.7416666666667;0.281958333333333;60.9166666666667;43.6875;9.07916666666667;0.595833333333333;"Medio"
2022-03-25;29.7291666666667;0.252666666666667;45.4583333333333;52.7666666666667;15.6416666666667;1.58333333333333;"Fraco"
2022-03-26;18.0458333333333;0.2445;54.125;31.225;10.2083333333333;1.27083333333333;"Bom"
2022-03-27;15.6;0.239541666666667;57.25;63.0875;13.625;0.841666666666667;"Fraco"
2022-03-28;18.5541666666667;0.241291666666667;54.375;57.0125;15.0666666666667;1.21666666666667;"Fraco"
2022-03-29;21.3708333333333;0.2545;61.9166666666667;33.2375;10.7541666666667;0.820833333333333;"Bom"
2022-03-30;11.2625;0.19625;89.2916666666667;31.9625;11.2625;1.04583333333333;"Bom"
2022-03-31;15.375;0.305083333333333;74.9166666666667;12.8916666666667;3.64583333333333;1.025;"Muito bom"
2022-04-01;13.725;0.244916666666667;84.0833333333333;12.6708333333333;2.82083333333333;0.7875;"Muito bom"
2022-04-02;23.0541666666667;0.144625;67.6666666666667;10.7791666666667;3.31666666666667;0.669565217391304;"Muito bom"
2022-04-03;13.2916666666667;0.154625;81.5416666666667;7.8;3.55833333333333;1.80416666666667;"Muito bom"
2022-04-04;16.2875;0.142833333333333;79.0416666666667;9.70416666666667;3.49166666666667;1.24583333333333;"Muito bom"
2022-04-05;14.375;0.242416666666667;71.0416666666667;6.89166666666667;3.675;1.38571428571429;"Muito bom"
2022-04-06;23.7833333333333;0.312625;65.4166666666667;12.4833333333333;4.14583333333333;1.6;"Muito bom"
2022-04-07;14.4166666666667;0.193458333333333;69.5833333333333;6.48333333333333;3.20833333333333;1.52916666666667;"Muito bom"
2022-04-08;14.9652173913043;0.243333333333333;66.8260869565217;10.7875;2.9875;1.70434782608696;"Muito bom"
2022-04-09;18.4375;0.309333333333333;51.3333333333333;11.9333333333333;3.53333333333333;2.12916666666667;"Muito bom"
2022-04-10;17.1333333333333;0.255291666666667;51.5;14.9958333333333;6.5;1.33333333333333;"Muito bom"
2022-04-11;8.00833333333333;0.206083333333333;83.125;11.9333333333333;4.7;2.14166666666667;"Muito bom"
2022-04-12;17.5625;0.237583333333333;66.0416666666667;12.6541666666667;4.52083333333333;2.125;"Muito bom"
2022-04-13;10.8416666666667;0.272041666666667;71.6666666666667;11.1125;4.45833333333333;1.55;"Muito bom"
2022-04-14;12.9708333333333;0.177125;71.6666666666667;10.8666666666667;4.325;0.91304347826087;"Muito bom"
2022-04-15;11.825;0.229458333333333;69.6666666666667;11.1458333333333;5.2125;1.07916666666667;"Muito bom"
2022-04-16;17.3666666666667;0.211875;61.6666666666667;14.9333333333333;9.30416666666667;0.804347826086957;"Muito bom"
2022-04-17;7.9875;NA;80.4583333333333;13.9833333333333;8.46666666666667;1.4375;"Muito bom"
2022-04-18;6.89166666666667;NA;79.9583333333333;15.5083333333333;5.35416666666667;1.275;"Muito bom"
2022-04-19;6.65416666666667;NA;96.4583333333333;16.1916666666667;5.40833333333333;0.909090909090909;"Muito bom"
2022-04-20;7.90833333333333;NA;92.0416666666667;13.4541666666667;5.69583333333333;1.45652173913043;"Muito bom"
2022-04-21;14.0208333333333;0.182217391304348;81.9166666666667;14.2375;4.21666666666667;1.35;"Muito bom"
2022-04-22;20.0208333333333;0.198458333333333;76.7083333333333;9.525;3.59583333333333;1.06666666666667;"Muito bom"
2022-04-23;22.85;0.213;71.9166666666667;9.0875;3.60833333333333;1.26521739130435;"Muito bom"
2022-04-24;38.2791666666667;0.294416666666667;55.375;15.9333333333333;4.62916666666667;2.33333333333333;"Muito bom"
2022-04-25;24.1208333333333;0.227333333333333;59.6666666666667;17.1416666666667;9.04583333333333;1.40416666666667;"Muito bom"
2022-04-26;20.9291666666667;0.207291666666667;60.1666666666667;11.7041666666667;5.05;1.41666666666667;"Muito bom"
2022-04-27;21.4875;0.208333333333333;62.4583333333333;15.1875;4.3;0.945833333333333;"Muito bom"
2022-04-28;17.1541666666667;0.164125;74.875;15.1583333333333;4.92083333333333;0.966666666666667;"Muito bom"
2022-04-29;18.0708333333333;0.165708333333333;76.3333333333333;12.4625;5.64583333333333;1.22608695652174;"Muito bom"
2022-04-30;27.25;0.209875;70.2916666666667;22.4625;10.0708333333333;1.44166666666667;"Bom"
2022-05-01;8.46666666666667;0.199833333333333;95.9166666666667;14.6916666666667;6.575;0.986363636363636;"Muito bom"
2022-05-02;13.0416666666667;0.190833333333333;80.5416666666667;12.8291666666667;5.5375;1.71666666666667;"Muito bom"
2022-05-03;11.75;0.138083333333333;86.9583333333333;18.1083333333333;6.12083333333333;1.30833333333333;"Muito bom"
2022-05-04;15.9666666666667;0.1755;81.9583333333333;14.2333333333333;6.71666666666667;1.33333333333333;"Muito bom"
2022-05-05;23.4333333333333;0.19675;77.1666666666667;17.9875;8.45416666666667;1.28333333333333;"Muito bom"
2022-05-06;34.6208333333333;0.197347826086957;65.0833333333333;18.2;9.62916666666667;1.775;"Muito bom"
2022-05-07;26.475;0.200958333333333;81.3333333333333;18.1875;11.2041666666667;2.58333333333333;"Muito bom"
2022-05-08;21.075;0.199666666666667;90.9166666666667;14.85;8.50833333333333;1.40833333333333;"Muito bom"
2022-05-09;30.6083333333333;0.243541666666667;77.375;21.475;11.5916666666667;1.6125;"Bom"
2022-05-10;37.5083333333333;0.261875;69.5;22.1916666666667;11.55;1.5375;"Bom"
2022-05-11;26.2125;0.196708333333333;67.5833333333333;20.6541666666667;8.70833333333333;1.875;"Bom"
2022-05-12;23.9625;0.137608695652174;75.875;19.3541666666667;8.08333333333333;1.48260869565217;"Muito bom"
2022-05-13;35.9;0.198083333333333;70.6666666666667;22.5125;11.0416666666667;2.0125;"Bom"
2022-05-14;24.2666666666667;0.245333333333333;64.8333333333333;29.0875;11.1291666666667;1.65416666666667;"Bom"
2022-05-15;5.48333333333333;0.197666666666667;59.6666666666667;19.9;7.0375;1.33478260869565;"Muito bom"
2022-05-16;9.15;0.197;50.75;14.5375;3.76666666666667;1.07391304347826;"Muito bom"
2022-05-17;14.0375;0.144416666666667;39.0833333333333;11.425;3.84583333333333;1.88695652173913;"Muito bom"
2022-05-18;11.2083333333333;0.162619047619048;51.4166666666667;9.3125;3.68333333333333;1.63809523809524;"Muito bom"
2022-05-19;14.5166666666667;0.220166666666667;74.0416666666667;13.7833333333333;3.70833333333333;1.31739130434783;"Muito bom"
2022-05-20;30.6458333333333;0.270739130434783;56.9583333333333;27.8666666666667;8.42916666666667;1.39166666666667;"Bom"
2022-05-21;11.4875;0.236882352941176;69.7083333333333;37.2875;11.6083333333333;1.3375;"Medio"
2022-05-22;9.2375;0.120631578947368;64.7916666666667;13.9;5.05;1.9875;"Muito bom"
2022-05-23;8.70416666666667;0.122375;63.875;10.2833333333333;4.37916666666667;1.5625;"Muito bom"
2022-05-24;8.50869565217391;0.137875;74.8695652173913;13.6083333333333;3.93333333333333;1.3;"Muito bom"
2022-05-25;10.7625;0.199916666666667;78.375;12.3375;4;1.03913043478261;"Muito bom"
2022-05-26;25.1291666666667;0.195333333333333;68.2083333333333;17.925;6.55416666666667;1.74583333333333;"Muito bom"
2022-05-27;23.7708333333333;0.178083333333333;84.3333333333333;22.2833333333333;11.6041666666667;1.38333333333333;"Bom"
2022-05-28;22.5416666666667;0.158083333333333;75.5;25.3625;12.6;1.63333333333333;"Bom"
2022-05-29;6.45833333333333;0.145791666666667;87.9583333333333;16.1458333333333;5.95833333333333;1.50625;"Muito bom"
2022-05-30;9.04166666666667;NA;63.875;13.75;4.35;NA;"Muito bom"
2022-05-31;8.475;NA;51;10.0083333333333;3.82916666666667;NA;"Muito bom"
2022-06-01;NA;NA;NA;15.3541666666667;3.99583333333333;NA;"Muito bom"
2022-06-02;NA;NA;NA;16.7208333333333;4.40416666666667;NA;"Muito bom"
2022-06-03;NA;NA;NA;13.6166666666667;4.2375;NA;"Muito bom"
2022-06-04;NA;NA;NA;11.1416666666667;3.9375;NA;"Muito bom"
2022-06-05;NA;NA;NA;7.99166666666667;3.67916666666667;NA;"Muito bom"
2022-06-06;NA;NA;NA;8.87916666666667;3.8625;NA;"Muito bom"
2022-06-07;NA;NA;NA;6.05416666666667;3.76666666666667;NA;"Muito bom"
2022-06-08;8.64285714285714;NA;24.125;5.8125;3.67916666666667;0.9;"Muito bom"
2022-06-09;8.52083333333333;NA;37.0416666666667;6.93333333333333;3.69166666666667;1.125;"Muito bom"
2022-06-10;8.72083333333333;0.146375;55.875;18.5375;4.84583333333333;1.08571428571429;"Muito bom"
2022-06-11;8.1125;0.13875;52.7916666666667;20.1416666666667;7.4375;1.13333333333333;"Bom"
2022-06-12;9.45416666666667;0.229083333333333;55.25;20.6875;7.48333333333333;1.92916666666667;"Bom"
2022-06-13;17.6541666666667;0.21175;56.625;25.0708333333333;10.2083333333333;1.56666666666667;"Bom"
2022-06-14;19.8458333333333;0.171333333333333;60.375;29.4541666666667;10.0666666666667;1.35416666666667;"Bom"
2022-06-15;23.025;0.229958333333333;43.3333333333333;36.075;10.65;2.35833333333333;"Medio"
2022-06-16;16.0541666666667;0.171166666666667;41.1666666666667;18.9666666666667;6.65416666666667;1.9125;"Muito bom"
2022-06-17;15.6;0.171541666666667;48.375;15.2416666666667;6.45;1.71666666666667;"Muito bom"
2022-06-18;11.3083333333333;0.201785714285714;47.25;11.1583333333333;4.8875;1.37083333333333;"Muito bom"
2022-06-19;8.325;NA;56.5833333333333;10.1708333333333;4.59166666666667;1.7875;"Muito bom"
2022-06-20;9.50416666666667;NA;65.25;10.2916666666667;4.25833333333333;2.40416666666667;"Muito bom"
2022-06-21;15.4541666666667;NA;52.3333333333333;11.3958333333333;4.80416666666667;2.11428571428571;"Muito bom"
2022-06-22;15.2333333333333;NA;58.7916666666667;11.975;4.7875;0.5;"Muito bom"
2022-06-23;15.5041666666667;NA;53.8333333333333;13.1708333333333;4.5;0;"Muito bom"
2022-06-24;17.3833333333333;NA;40.6666666666667;9.55416666666667;4.32916666666667;0.983333333333333;"Muito bom"
2022-06-25;7.95;NA;63;10.1125;4.23333333333333;0.6375;"Muito bom"
2022-06-26;7.69583333333333;NA;67.4583333333333;13.275;4.25416666666667;0.4125;"Muito bom"
2022-06-27;7.125;NA;66;13.2625;4.125;0.225;"Muito bom"
2022-06-28;8.0375;NA;62.1666666666667;17.3625;4.10833333333333;0.925;"Muito bom"
2022-06-29;7.2875;NA;51.9583333333333;11.6041666666667;4.42083333333333;0.6375;"Muito bom"
2022-06-30;7.5;NA;63.625;16.2833333333333;4.35833333333333;1.83333333333333;"Muito bom"
2022-07-01;9.52083333333333;NA;54.375;13.8291666666667;4.7125;0.558333333333333;"Muito bom"
2022-07-02;12.575;NA;56.125;13.5708333333333;4.76666666666667;0.675;"Muito bom"
2022-07-03;10.0833333333333;0.131285714285714;62.7083333333333;18.7625;8.10416666666667;0.0208333333333333;"Muito bom"
2022-07-04;14.0583333333333;0.148875;59;22.1125;8.09166666666667;0.5125;"Bom"
2022-07-05;17.7666666666667;0.169;57.0416666666667;18.5833333333333;9.41666666666667;0.4625;"Muito bom"
2022-07-06;17.0708333333333;0.212833333333333;69.5833333333333;20.9458333333333;9.69583333333333;2.22916666666667;"Bom"
2022-07-07;22.1958333333333;0.257833333333333;90.5833333333333;22.2958333333333;10.8458333333333;1.91666666666667;"Bom"
2022-07-08;33.3208333333333;0.238208333333333;91.5416666666667;25.4666666666667;16.05;1.64583333333333;"Bom"
2022-07-09;38.5291666666667;0.312;87.2083333333333;20.95;12.7125;1.20833333333333;"Bom"
2022-07-10;12.0958333333333;0.1195;109.833333333333;18.3041666666667;9.80714285714286;1.91666666666667;"Muito bom"
2022-07-11;18.8708333333333;0.161625;74.0416666666667;19.2458333333333;8.62083333333333;0.116666666666667;"Muito bom"
2022-07-12;35.5625;0.184538461538462;61.25;28.0666666666667;12.4;0.175;"Bom"
2022-07-13;43.7125;NA;65.3333333333333;34.9333333333333;14.8083333333333;1.02083333333333;"Bom"
2022-07-14;28.6;NA;60.0909090909091;29.09;10.98;2.15;"Bom"
2022-07-15;38.9125;NA;46.1666666666667;30.4583333333333;12.7541666666667;1.07894736842105;"Bom"
2022-07-16;15.7458333333333;NA;59.75;19.9791666666667;12.1;0.6;"Muito bom"
2022-07-17;9.0625;NA;57.3333333333333;17.4916666666667;9.37916666666667;0.4375;"Muito bom"
2022-07-18;11.775;NA;45.25;14.8833333333333;5.1;1.25;"Muito bom"
2022-07-19;8.71666666666667;NA;51.1666666666667;15.1666666666667;5.93333333333333;0.175;"Muito bom"
2022-07-20;9.78333333333333;NA;55.25;16.3708333333333;5.87916666666667;1.37083333333333;"Muito bom"
2022-07-21;11.3916666666667;NA;58.9166666666667;20.025;8.00416666666667;0.0583333333333333;"Bom"
2022-07-22;13.1;NA;67;23.3166666666667;9.71666666666667;0.333333333333333;"Bom"
2022-07-23;12.3125;NA;61.8333333333333;19.5541666666667;7.42083333333333;0.0916666666666667;"Muito bom"
2022-07-24;9.65833333333333;NA;53.9583333333333;15.2333333333333;6.95416666666667;1.00833333333333;"Muito bom"
2022-07-25;11.0416666666667;NA;44.0416666666667;12.1958333333333;5.27916666666667;0.816666666666667;"Muito bom"
2022-07-26;8.925;NA;42.5416666666667;12.9;6.15416666666667;0.295833333333333;"Muito bom"
2022-07-27;7.70416666666667;NA;63.0833333333333;17.2083333333333;4.8625;0.208333333333333;"Muito bom"
2022-07-28;6.7875;NA;38.0416666666667;10.3875;4.90416666666667;0.575;"Muito bom"
2022-07-29;8.43333333333333;NA;46.4583333333333;10.8458333333333;4.15833333333333;0.166666666666667;"Muito bom"
2022-07-30;15.4333333333333;NA;59.0833333333333;19.1;9.15833333333333;0.141666666666667;"Muito bom"
2022-07-31;38.5916666666667;NA;53.6666666666667;29.8625;20.7916666666667;0.529166666666667;"Bom"
2022-08-01;36.7333333333333;NA;57.2916666666667;40.8875;27.2375;0.204166666666667;"Medio"
2022-08-02;18.9375;NA;51.0416666666667;24.7083333333333;15.4375;1.04166666666667;"Bom"
2022-08-03;8.80833333333333;NA;43.625;15.8541666666667;9.15;0;"Muito bom"
2022-08-04;9.04583333333333;NA;36.7083333333333;15.4458333333333;6.79583333333333;0.7625;"Muito bom"
2022-08-05;12.2791666666667;NA;45;21.4833333333333;11.425;0.733333333333333;"Bom"
2022-08-06;15.1666666666667;NA;52.625;23.9833333333333;12.925;0.3125;"Bom"
2022-08-07;13.8958333333333;NA;62.2083333333333;24.6375;13.0458333333333;0.0208333333333333;"Bom"
2022-08-08;17.95;NA;65.3333333333333;27.3041666666667;15.6583333333333;0.129166666666667;"Bom"
2022-08-09;17.1875;NA;63.0833333333333;29.9708333333333;16.9333333333333;0.258333333333333;"Bom"
2022-08-10;21.575;NA;51.25;26.075;10.125;0.8125;"Bom"
2022-08-11;19.3875;NA;55.5833333333333;21.0541666666667;10.9375;0.770833333333333;"Bom"
2022-08-12;16.85;NA;61.1666666666667;21.4708333333333;11.1833333333333;0.354166666666667;"Bom"
2022-08-13;10.4458333333333;NA;63.5833333333333;17.3791666666667;9.30833333333333;0.0666666666666667;"Muito bom"
2022-08-14;5.98333333333333;NA;59.5416666666667;15.2125;7.54166666666667;0.716666666666667;"Muito bom"
2022-08-15;6.9625;NA;85.75;17.4;8.96666666666667;0.0125;"Muito bom"
2022-08-16;8.23333333333333;NA;52.5416666666667;15.45;6.225;1.85416666666667;"Muito bom"
2022-08-17;6.58333333333333;NA;64.7083333333333;19.3583333333333;3.8625;0.670833333333333;"Muito bom"
2022-08-18;11.0958333333333;NA;73.1666666666667;19.5041666666667;6.24166666666667;0.0125;"Muito bom"
2022-08-19;22.4666666666667;NA;81.6666666666667;17.8166666666667;6.21666666666667;0.0541666666666667;"Muito bom"
2022-08-20;19.1875;0.135181818181818;63.4166666666667;18.425;8.8875;0.129166666666667;"Muito bom"
2022-08-21;5.12916666666667;0.144478260869565;47.6666666666667;11.4375;4.075;0.608333333333333;"Muito bom"
2022-08-22;10.3916666666667;0.190125;40.7916666666667;14.2625;6.49166666666667;0.154166666666667;"Muito bom"
2022-08-23;15.7166666666667;0.2455;36.4166666666667;22.7291666666667;9.1625;0.408333333333333;"Bom"
2022-08-24;8.025;0.170416666666667;30.9583333333333;11.9125;5.00416666666667;1.25833333333333;"Muito bom"
2022-08-25;7.68333333333333;0.160416666666667;33.7916666666667;10.9875;3.25833333333333;0.0916666666666667;"Muito bom"
2022-08-26;10.0125;0.194458333333333;44.2083333333333;17.0333333333333;5.3875;1.3125;"Muito bom"
2022-08-27;10.8791666666667;0.214125;58.125;19.5;9.44166666666667;0.783333333333333;"Muito bom"
2022-08-28;12.8375;0.149666666666667;55.6666666666667;20.425;9.54583333333333;0.6625;"Bom"
2022-08-29;18.0291666666667;0.196833333333333;46.2083333333333;16.2833333333333;5.775;0.270833333333333;"Muito bom"
2022-08-30;13.2416666666667;0.198625;53.5;13.9333333333333;5.03333333333333;0.00416666666666667;"Muito bom"
2022-08-31;13.3833333333333;0.14425;49.75;11.9416666666667;4.50416666666667;0.383333333333333;"Muito bom"
2022-09-01;9.59583333333333;0.161875;37.4166666666667;9.87083333333333;3.525;0.633333333333333;"Muito bom"
2022-09-02;10.7583333333333;0.181541666666667;43.625;7.00833333333333;3.3125;0.683333333333333;"Muito bom"
2022-09-03;11.3291666666667;0.141416666666667;66.0416666666667;12.7583333333333;3.46666666666667;0.0833333333333333;"Muito bom"
2022-09-04;18.8541666666667;0.193666666666667;39.7083333333333;15.5291666666667;4.75416666666667;1.61666666666667;"Muito bom"
2022-09-05;11.4458333333333;0.204291666666667;31.2142857142857;13.4333333333333;5.06666666666667;0.466666666666667;"Muito bom"
2022-09-06;14.5291666666667;0.167625;54;15.2125;4.54583333333333;0.133333333333333;"Muito bom"
2022-09-07;26.1;0.198041666666667;37.8947368421053;17.1458333333333;5.75416666666667;0.00833333333333333;"Muito bom"
2022-09-08;16.25;0.192869565217391;24.875;17.1791666666667;5.87083333333333;1.00833333333333;"Muito bom"
2022-09-09;12.675;0.19;40.9047619047619;10.9291666666667;5.425;1.83333333333333;"Muito bom"
2022-09-10;13.125;0.164791666666667;44.75;9.76666666666667;2.62916666666667;1.40833333333333;"Muito bom"
2022-09-11;15.5208333333333;0.162958333333333;25.375;10.7083333333333;4.25;0.820833333333333;"Muito bom"
2022-09-12;10.6625;0.23075;34;15.0791666666667;4.23333333333333;1.38333333333333;"Muito bom"
2022-09-13;8.2375;0.211416666666667;54.1666666666667;20.8125;4.37083333333333;0.608333333333333;"Bom"
2022-09-14;15.6833333333333;0.233708333333333;44.0833333333333;15.4375;4.34166666666667;0.2875;"Muito bom"
